Time,THERMAL ZONE 1:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
08:50:00,3.374202E+03,2.216620E+03,1.741098E-01,2.175853E-01,1.376784E+04,1.843502E+03,7.087906E-01,1.808499E-01,4.826799E+03,9.725091E+02,2.490136E-01,9.535796E-02,7.093008E+03,5.264531E+03,3.660304E-01,5.162653E-01
09:00:00,3.374202E+03,2.335013E+03,1.741098E-01,2.292213E-01,1.376784E+04,2.088432E+03,7.087906E-01,2.048950E-01,4.826799E+03,1.202309E+03,2.490136E-01,1.178921E-01,7.093008E+03,5.448782E+03,3.660304E-01,5.343289E-01
09:10:00,3.374202E+03,2.454935E+03,1.741098E-01,2.410056E-01,1.376784E+04,2.330234E+03,7.087906E-01,2.286355E-01,4.826799E+03,1.446390E+03,2.490136E-01,1.418239E-01,7.093008E+03,5.626852E+03,3.660304E-01,5.517862E-01
09:20:00,3.374202E+03,2.577242E+03,1.741098E-01,2.530219E-01,1.376784E+04,2.567760E+03,7.087906E-01,2.519578E-01,4.826799E+03,1.702621E+03,2.490136E-01,1.669432E-01,7.093008E+03,5.797939E+03,3.660304E-01,5.685587E-01
09:30:00,3.374202E+03,2.703929E+03,1.741098E-01,2.654657E-01,1.376784E+04,2.799748E+03,7.087906E-01,2.747379E-01,4.826799E+03,1.967993E+03,2.490136E-01,1.929546E-01,7.093008E+03,5.961419E+03,3.660304E-01,5.845852E-01
09:40:00,3.374202E+03,2.834132E+03,1.741098E-01,2.782512E-01,1.376784E+04,3.025207E+03,7.087906E-01,2.968779E-01,4.826799E+03,2.239759E+03,2.490136E-01,2.195890E-01,7.093008E+03,6.116653E+03,3.660304E-01,5.998031E-01
09:50:00,3.374202E+03,2.966167E+03,1.741098E-01,2.912162E-01,1.376784E+04,3.243313E+03,7.087906E-01,3.182967E-01,4.826799E+03,2.515136E+03,2.490136E-01,2.465747E-01,7.093008E+03,6.263332E+03,3.660304E-01,6.141823E-01
10:00:00,3.374202E+03,3.098788E+03,1.741098E-01,3.042396E-01,1.376784E+04,3.453266E+03,7.087906E-01,3.389156E-01,4.826799E+03,2.791706E+03,2.490136E-01,2.736758E-01,7.093008E+03,6.401010E+03,3.660304E-01,6.276790E-01
10:10:00,3.374202E+03,3.231244E+03,1.741098E-01,3.172478E-01,1.376784E+04,3.654571E+03,7.087906E-01,3.586858E-01,4.826799E+03,3.067104E+03,2.490136E-01,3.006619E-01,7.093008E+03,6.529623E+03,3.660304E-01,6.402871E-01
10:20:00,3.374202E+03,3.362585E+03,1.741098E-01,3.301472E-01,1.376784E+04,3.846469E+03,7.087906E-01,3.775325E-01,4.826799E+03,3.339069E+03,2.490136E-01,3.273119E-01,7.093008E+03,6.648679E+03,3.660304E-01,6.519583E-01
10:30:00,3.374202E+03,3.492385E+03,1.741098E-01,3.428962E-01,1.376784E+04,4.028618E+03,7.087906E-01,3.954222E-01,4.826799E+03,3.605545E+03,2.490136E-01,3.534246E-01,7.093008E+03,6.758218E+03,3.660304E-01,6.626965E-01
10:40:00,3.374202E+03,3.621527E+03,1.741098E-01,3.555800E-01,1.376784E+04,4.200408E+03,7.087906E-01,4.122947E-01,4.826799E+03,3.864576E+03,2.490136E-01,3.788086E-01,7.093008E+03,6.857925E+03,3.660304E-01,6.724710E-01
10:50:00,3.374202E+03,3.749755E+03,1.741098E-01,3.681720E-01,1.376784E+04,4.361625E+03,7.087906E-01,4.281292E-01,4.826799E+03,4.114632E+03,2.490136E-01,4.033137E-01,7.093008E+03,6.948053E+03,3.660304E-01,6.813065E-01
11:00:00,3.374202E+03,3.876885E+03,1.741098E-01,3.806544E-01,1.376784E+04,4.512008E+03,7.087906E-01,4.428999E-01,4.826799E+03,4.354098E+03,2.490136E-01,4.267814E-01,7.093008E+03,7.028600E+03,3.660304E-01,6.892030E-01
11:10:00,3.374202E+03,4.000803E+03,1.741098E-01,3.928197E-01,1.376784E+04,4.647203E+03,7.087906E-01,4.561792E-01,4.826799E+03,4.578213E+03,2.490136E-01,4.487448E-01,7.093008E+03,7.098803E+03,3.660304E-01,6.960857E-01
11:20:00,3.374202E+03,4.121371E+03,1.741098E-01,4.046546E-01,1.376784E+04,4.767680E+03,7.087906E-01,4.680129E-01,4.826799E+03,4.786818E+03,2.490136E-01,4.691883E-01,7.093008E+03,7.159690E+03,3.660304E-01,7.020559E-01
11:30:00,3.374202E+03,4.238081E+03,1.741098E-01,4.161087E-01,1.376784E+04,4.873724E+03,7.087906E-01,4.784291E-01,4.826799E+03,4.979732E+03,2.490136E-01,4.880940E-01,7.093008E+03,7.210220E+03,3.660304E-01,7.070112E-01
11:40:00,3.374202E+03,4.349236E+03,1.741098E-01,4.270169E-01,1.376784E+04,4.966129E+03,7.087906E-01,4.875057E-01,4.826799E+03,5.156588E+03,2.490136E-01,5.054259E-01,7.093008E+03,7.250990E+03,3.660304E-01,7.110093E-01
11:50:00,3.374202E+03,4.454425E+03,1.741098E-01,4.373406E-01,1.376784E+04,5.045655E+03,7.087906E-01,4.953175E-01,4.826799E+03,5.317229E+03,2.490136E-01,5.211687E-01,7.093008E+03,7.282164E+03,3.660304E-01,7.140661E-01
12:00:00,3.374202E+03,4.553213E+03,1.741098E-01,4.470366E-01,1.376784E+04,5.113634E+03,7.087906E-01,5.019953E-01,4.826799E+03,5.461737E+03,2.490136E-01,5.353304E-01,7.093008E+03,7.304856E+03,3.660304E-01,7.162907E-01
12:10:00,3.374202E+03,4.647090E+03,1.741098E-01,4.562508E-01,1.376784E+04,5.175736E+03,7.087906E-01,5.080958E-01,4.826799E+03,5.593902E+03,2.490136E-01,5.482824E-01,7.093008E+03,7.321016E+03,3.660304E-01,7.178744E-01
12:20:00,3.374202E+03,4.735925E+03,1.741098E-01,4.649706E-01,1.376784E+04,5.233842E+03,7.087906E-01,5.138042E-01,4.826799E+03,5.713605E+03,2.490136E-01,5.600133E-01,7.093008E+03,7.332189E+03,3.660304E-01,7.189684E-01
12:30:00,3.374202E+03,4.820201E+03,1.741098E-01,4.732431E-01,1.376784E+04,5.290262E+03,7.087906E-01,5.193473E-01,4.826799E+03,5.821634E+03,2.490136E-01,5.706000E-01,7.093008E+03,7.342418E+03,3.660304E-01,7.199693E-01
12:40:00,3.374202E+03,4.901626E+03,1.741098E-01,4.812361E-01,1.376784E+04,5.346461E+03,7.087906E-01,5.248690E-01,4.826799E+03,5.919418E+03,2.490136E-01,5.801829E-01,7.093008E+03,7.356420E+03,3.660304E-01,7.213406E-01
12:50:00,3.374202E+03,4.981951E+03,1.741098E-01,4.891214E-01,1.376784E+04,5.402828E+03,7.087906E-01,5.304074E-01,4.826799E+03,6.008017E+03,2.490136E-01,5.888656E-01,7.093008E+03,7.377688E+03,3.660304E-01,7.234251E-01
13:00:00,3.374202E+03,5.062822E+03,1.741098E-01,4.970609E-01,1.376784E+04,5.459327E+03,7.087906E-01,5.359587E-01,4.826799E+03,6.088149E+03,2.490136E-01,5.967184E-01,7.093008E+03,7.408842E+03,3.660304E-01,7.264798E-01
